p_company_name,p_venue_name,date,p_year,p_week_number,weekday,reservations
PALLAPIZZA,BURGOS,2024-03-25,2024,13,0,4
PALLAPIZZA,VITORIA,2024-03-25,2024,13,0,3
PALLAPIZZA,ZARAGOZA,2024-03-25,2024,13,0,7
PALLAPIZZA,PAMPLONA,2024-03-26,2024,13,1,9
PALLAPIZZA,BILBAO,2024-03-26,2024,13,1,7
PALLAPIZZA,BURGOS,2024-03-26,2024,13,1,4
PALLAPIZZA,VITORIA,2024-03-26,2024,13,1,7
PALLAPIZZA,ZARAGOZA,2024-03-26,2024,13,1,6
PALLAPIZZA,PAMPLONA,2024-03-27,2024,13,2,0
PALLAPIZZA,BILBAO,2024-03-27,2024,13,2,6
PALLAPIZZA,BURGOS,2024-03-27,2024,13,2,1
PALLAPIZZA,VITORIA,2024-03-27,2024,13,2,10
PALLAPIZZA,ZARAGOZA,2024-03-27,2024,13,2,10
PALLAPIZZA,PAMPLONA,2024-03-28,2024,13,3,2
PALLAPIZZA,BILBAO,2024-03-28,2024,13,3,9
PALLAPIZZA,BURGOS,2024-03-28,2024,13,3,6
PALLAPIZZA,VITORIA,2024-03-28,2024,13,3,10
PALLAPIZZA,ZARAGOZA,2024-03-28,2024,13,3,8
PALLAPIZZA,PAMPLONA,2024-03-29,2024,13,4,7
PALLAPIZZA,BILBAO,2024-03-29,2024,13,4,8
PALLAPIZZA,BURGOS,2024-03-29,2024,13,4,8
PALLAPIZZA,VITORIA,2024-03-29,2024,13,4,7
PALLAPIZZA,ZARAGOZA,2024-03-29,2024,13,4,16
PALLAPIZZA,PAMPLONA,2024-03-30,2024,13,5,7
PALLAPIZZA,BILBAO,2024-03-30,2024,13,5,13
PALLAPIZZA,BURGOS,2024-03-30,2024,13,5,16
PALLAPIZZA,VITORIA,2024-03-30,2024,13,5,8
PALLAPIZZA,ZARAGOZA,2024-03-30,2024,13,5,16
PALLAPIZZA,PAMPLONA,2024-03-31,2024,13,6,2
PALLAPIZZA,BILBAO,2024-03-31,2024,13,6,7
PALLAPIZZA,BURGOS,2024-03-31,2024,13,6,10
PALLAPIZZA,VITORIA,2024-03-31,2024,13,6,13
PALLAPIZZA,ZARAGOZA,2024-03-31,2024,13,6,7
PALLAPIZZA,PAMPLONA,2024-04-01,2024,14,0,2
PALLAPIZZA,BILBAO,2024-04-01,2024,14,0,9
PALLAPIZZA,BURGOS,2024-04-01,2024,14,0,2
PALLAPIZZA,VITORIA,2024-04-01,2024,14,0,3
PALLAPIZZA,ZARAGOZA,2024-04-01,2024,14,0,0
PALLAPIZZA,PAMPLONA,2024-04-02,2024,14,1,4
PALLAPIZZA,BILBAO,2024-04-02,2024,14,1,7
PALLAPIZZA,BURGOS,2024-04-02,2024,14,1,4
PALLAPIZZA,VITORIA,2024-04-02,2024,14,1,7
PALLAPIZZA,ZARAGOZA,2024-04-02,2024,14,1,10
PALLAPIZZA,PAMPLONA,2024-04-03,2024,14,2,5
PALLAPIZZA,BILBAO,2024-04-03,2024,14,2,5
PALLAPIZZA,BURGOS,2024-04-03,2024,14,2,8
PALLAPIZZA,VITORIA,2024-04-03,2024,14,2,3
PALLAPIZZA,ZARAGOZA,2024-04-03,2024,14,2,1
PALLAPIZZA,PAMPLONA,2024-04-04,2024,14,3,3
PALLAPIZZA,BILBAO,2024-04-04,2024,14,3,7
PALLAPIZZA,BURGOS,2024-04-04,2024,14,3,2
PALLAPIZZA,VITORIA,2024-04-04,2024,14,3,9
PALLAPIZZA,ZARAGOZA,2024-04-04,2024,14,3,10
PALLAPIZZA,PAMPLONA,2024-04-05,2024,14,4,15
PALLAPIZZA,BILBAO,2024-04-05,2024,14,4,12
PALLAPIZZA,BURGOS,2024-04-05,2024,14,4,12
PALLAPIZZA,VITORIA,2024-04-05,2024,14,4,7
PALLAPIZZA,ZARAGOZA,2024-04-05,2024,14,4,19
PALLAPIZZA,PAMPLONA,2024-04-06,2024,14,5,19
PALLAPIZZA,BILBAO,2024-04-06,2024,14,5,17
PALLAPIZZA,BURGOS,2024-04-06,2024,14,5,11
PALLAPIZZA,VITORIA,2024-04-06,2024,14,5,18
PALLAPIZZA,ZARAGOZA,2024-04-06,2024,14,5,16
PALLAPIZZA,PAMPLONA,2024-04-07,2024,14,6,5
PALLAPIZZA,BILBAO,2024-04-07,2024,14,6,11
PALLAPIZZA,BURGOS,2024-04-07,2024,14,6,20
PALLAPIZZA,VITORIA,2024-04-07,2024,14,6,13
PALLAPIZZA,ZARAGOZA,2024-04-07,2024,14,6,1
PALLAPIZZA,PAMPLONA,2024-04-08,2024,15,0,8
PALLAPIZZA,BILBAO,2024-04-08,2024,15,0,2
PALLAPIZZA,BURGOS,2024-04-08,2024,15,0,10
PALLAPIZZA,VITORIA,2024-04-08,2024,15,0,10
PALLAPIZZA,ZARAGOZA,2024-04-08,2024,15,0,7
PALLAPIZZA,PAMPLONA,2024-04-09,2024,15,1,4
PALLAPIZZA,BILBAO,2024-04-09,2024,15,1,10
PALLAPIZZA,BURGOS,2024-04-09,2024,15,1,6
PALLAPIZZA,VITORIA,2024-04-09,2024,15,1,8
PALLAPIZZA,ZARAGOZA,2024-04-09,2024,15,1,8
PALLAPIZZA,PAMPLONA,2024-04-10,2024,15,2,8
PALLAPIZZA,BILBAO,2024-04-10,2024,15,2,8
PALLAPIZZA,BURGOS,2024-04-10,2024,15,2,2
PALLAPIZZA,VITORIA,2024-04-10,2024,15,2,8
PALLAPIZZA,ZARAGOZA,2024-04-10,2024,15,2,2
PALLAPIZZA,PAMPLONA,2024-04-11,2024,15,3,9
PALLAPIZZA,BILBAO,2024-04-11,2024,15,3,3
PALLAPIZZA,BURGOS,2024-04-11,2024,15,3,7
PALLAPIZZA,VITORIA,2024-04-11,2024,15,3,4
PALLAPIZZA,ZARAGOZA,2024-04-11,2024,15,3,0
PALLAPIZZA,PAMPLONA,2024-04-12,2024,15,4,8
PALLAPIZZA,BILBAO,2024-04-12,2024,15,4,3
PALLAPIZZA,BURGOS,2024-04-12,2024,15,4,10
PALLAPIZZA,VITORIA,2024-04-12,2024,15,4,14
PALLAPIZZA,ZARAGOZA,2024-04-12,2024,15,4,3
PALLAPIZZA,PAMPLONA,2024-04-13,2024,15,5,8
PALLAPIZZA,BILBAO,2024-04-13,2024,15,5,5
PALLAPIZZA,BURGOS,2024-04-13,2024,15,5,14
PALLAPIZZA,VITORIA,2024-04-13,2024,15,5,17
PALLAPIZZA,ZARAGOZA,2024-04-13,2024,15,5,13
PALLAPIZZA,PAMPLONA,2024-04-14,2024,15,6,13
PALLAPIZZA,BILBAO,2024-04-14,2024,15,6,18
PALLAPIZZA,BURGOS,2024-04-14,2024,15,6,17
PALLAPIZZA,VITORIA,2024-04-14,2024,15,6,2
PALLAPIZZA,ZARAGOZA,2024-04-14,2024,15,6,15
PALLAPIZZA,PAMPLONA,2024-04-15,2024,16,0,10
PALLAPIZZA,BILBAO,2024-04-15,2024,16,0,6
PALLAPIZZA,BURGOS,2024-04-15,2024,16,0,4
PALLAPIZZA,VITORIA,2024-04-15,2024,16,0,5
PALLAPIZZA,ZARAGOZA,2024-04-15,2024,16,0,2
PALLAPIZZA,PAMPLONA,2024-04-16,2024,16,1,2
PALLAPIZZA,BILBAO,2024-04-16,2024,16,1,1
PALLAPIZZA,BURGOS,2024-04-16,2024,16,1,6
PALLAPIZZA,VITORIA,2024-04-16,2024,16,1,5
PALLAPIZZA,ZARAGOZA,2024-04-16,2024,16,1,4
PALLAPIZZA,PAMPLONA,2024-04-17,2024,16,2,7
PALLAPIZZA,BILBAO,2024-04-17,2024,16,2,0
PALLAPIZZA,BURGOS,2024-04-17,2024,16,2,10
PALLAPIZZA,VITORIA,2024-04-17,2024,16,2,1
PALLAPIZZA,ZARAGOZA,2024-04-17,2024,16,2,5
PALLAPIZZA,PAMPLONA,2024-04-18,2024,16,3,10
PALLAPIZZA,BILBAO,2024-04-18,2024,16,3,4
PALLAPIZZA,BURGOS,2024-04-18,2024,16,3,1
PALLAPIZZA,VITORIA,2024-04-18,2024,16,3,0
PALLAPIZZA,ZARAGOZA,2024-04-18,2024,16,3,7
PALLAPIZZA,PAMPLONA,2024-04-19,2024,16,4,5
PALLAPIZZA,BILBAO,2024-04-19,2024,16,4,2
PALLAPIZZA,BURGOS,2024-04-19,2024,16,4,12
PALLAPIZZA,VITORIA,2024-04-19,2024,16,4,10
PALLAPIZZA,ZARAGOZA,2024-04-19,2024,16,4,10
PALLAPIZZA,PAMPLONA,2024-04-20,2024,16,5,13
PALLAPIZZA,BILBAO,2024-04-20,2024,16,5,15
PALLAPIZZA,BURGOS,2024-04-20,2024,16,5,11
PALLAPIZZA,VITORIA,2024-04-20,2024,16,5,18
PALLAPIZZA,ZARAGOZA,2024-04-20,2024,16,5,11
PALLAPIZZA,PAMPLONA,2024-04-21,2024,16,6,1
PALLAPIZZA,BILBAO,2024-04-21,2024,16,6,7
PALLAPIZZA,BURGOS,2024-04-21,2024,16,6,7
PALLAPIZZA,VITORIA,2024-04-21,2024,16,6,13
PALLAPIZZA,ZARAGOZA,2024-04-21,2024,16,6,7
PALLAPIZZA,PAMPLONA,2024-04-22,2024,17,0,6
PALLAPIZZA,BILBAO,2024-04-22,2024,17,0,5
PALLAPIZZA,BURGOS,2024-04-22,2024,17,0,2
PALLAPIZZA,VITORIA,2024-04-22,2024,17,0,4
PALLAPIZZA,ZARAGOZA,2024-04-22,2024,17,0,2
PALLAPIZZA,PAMPLONA,2024-04-23,2024,17,1,7
PALLAPIZZA,BILBAO,2024-04-23,2024,17,1,4
PALLAPIZZA,BURGOS,2024-04-23,2024,17,1,7
PALLAPIZZA,VITORIA,2024-04-23,2024,17,1,0
PALLAPIZZA,ZARAGOZA,2024-04-23,2024,17,1,1
PALLAPIZZA,PAMPLONA,2024-04-24,2024,17,2,3
PALLAPIZZA,BILBAO,2024-04-24,2024,17,2,1
PALLAPIZZA,BURGOS,2024-04-24,2024,17,2,5
PALLAPIZZA,VITORIA,2024-04-24,2024,17,2,9
PALLAPIZZA,ZARAGOZA,2024-04-24,2024,17,2,2
PALLAPIZZA,PAMPLONA,2024-04-25,2024,17,3,6
PALLAPIZZA,BILBAO,2024-04-25,2024,17,3,9
PALLAPIZZA,BURGOS,2024-04-25,2024,17,3,10
PALLAPIZZA,VITORIA,2024-04-25,2024,17,3,7
PALLAPIZZA,ZARAGOZA,2024-04-25,2024,17,3,5
PALLAPIZZA,PAMPLONA,2024-04-26,2024,17,4,2
PALLAPIZZA,BILBAO,2024-04-26,2024,17,4,19
PALLAPIZZA,BURGOS,2024-04-26,2024,17,4,0
PALLAPIZZA,VITORIA,2024-04-26,2024,17,4,5
PALLAPIZZA,ZARAGOZA,2024-04-26,2024,17,4,16
PALLAPIZZA,PAMPLONA,2024-04-27,2024,17,5,8
PALLAPIZZA,BILBAO,2024-04-27,2024,17,5,5
PALLAPIZZA,BURGOS,2024-04-27,2024,17,5,3
PALLAPIZZA,VITORIA,2024-04-27,2024,17,5,2
PALLAPIZZA,ZARAGOZA,2024-04-27,2024,17,5,16
PALLAPIZZA,PAMPLONA,2024-04-28,2024,17,6,2
PALLAPIZZA,BILBAO,2024-04-28,2024,17,6,3
PALLAPIZZA,BURGOS,2024-04-28,2024,17,6,1
PALLAPIZZA,VITORIA,2024-04-28,2024,17,6,8
PALLAPIZZA,ZARAGOZA,2024-04-28,2024,17,6,2
PALLAPIZZA,PAMPLONA,2024-04-29,2024,18,0,2
PALLAPIZZA,BILBAO,2024-04-29,2024,18,0,5
PALLAPIZZA,BURGOS,2024-04-29,2024,18,0,4
PALLAPIZZA,VITORIA,2024-04-29,2024,18,0,3
PALLAPIZZA,ZARAGOZA,2024-04-29,2024,18,0,9
PALLAPIZZA,PAMPLONA,2024-04-30,2024,18,1,10
PALLAPIZZA,BILBAO,2024-04-30,2024,18,1,6
PALLAPIZZA,BURGOS,2024-04-30,2024,18,1,10
PALLAPIZZA,VITORIA,2024-04-30,2024,18,1,4
PALLAPIZZA,ZARAGOZA,2024-04-30,2024,18,1,6
PALLAPIZZA,PAMPLONA,2024-05-01,2024,18,2,9
PALLAPIZZA,BILBAO,2024-05-01,2024,18,2,5
PALLAPIZZA,BURGOS,2024-05-01,2024,18,2,7
PALLAPIZZA,VITORIA,2024-05-01,2024,18,2,0
PALLAPIZZA,ZARAGOZA,2024-05-01,2024,18,2,10
PALLAPIZZA,PAMPLONA,2024-05-02,2024,18,3,6
PALLAPIZZA,BILBAO,2024-05-02,2024,18,3,9
PALLAPIZZA,BURGOS,2024-05-02,2024,18,3,2
PALLAPIZZA,VITORIA,2024-05-02,2024,18,3,9
PALLAPIZZA,ZARAGOZA,2024-05-02,2024,18,3,7
PALLAPIZZA,PAMPLONA,2024-05-03,2024,18,4,8
PALLAPIZZA,BILBAO,2024-05-03,2024,18,4,13
PALLAPIZZA,BURGOS,2024-05-03,2024,18,4,9
PALLAPIZZA,VITORIA,2024-05-03,2024,18,4,10
PALLAPIZZA,ZARAGOZA,2024-05-03,2024,18,4,18
PALLAPIZZA,PAMPLONA,2024-05-04,2024,18,5,8
PALLAPIZZA,BILBAO,2024-05-04,2024,18,5,9
PALLAPIZZA,BURGOS,2024-05-04,2024,18,5,0
PALLAPIZZA,VITORIA,2024-05-04,2024,18,5,12
PALLAPIZZA,ZARAGOZA,2024-05-04,2024,18,5,10
PALLAPIZZA,PAMPLONA,2024-05-05,2024,18,6,19
PALLAPIZZA,BILBAO,2024-05-05,2024,18,6,18
PALLAPIZZA,BURGOS,2024-05-05,2024,18,6,1
PALLAPIZZA,VITORIA,2024-05-05,2024,18,6,12
PALLAPIZZA,ZARAGOZA,2024-05-05,2024,18,6,19
PALLAPIZZA,PAMPLONA,2024-05-06,2024,19,0,8
PALLAPIZZA,BILBAO,2024-05-06,2024,19,0,3
PALLAPIZZA,BURGOS,2024-05-06,2024,19,0,8
PALLAPIZZA,VITORIA,2024-05-06,2024,19,0,1
PALLAPIZZA,ZARAGOZA,2024-05-06,2024,19,0,9
PALLAPIZZA,PAMPLONA,2024-05-07,2024,19,1,9
PALLAPIZZA,BILBAO,2024-05-07,2024,19,1,0
PALLAPIZZA,BURGOS,2024-05-07,2024,19,1,7
PALLAPIZZA,VITORIA,2024-05-07,2024,19,1,8
PALLAPIZZA,ZARAGOZA,2024-05-07,2024,19,1,9
PALLAPIZZA,PAMPLONA,2024-05-08,2024,19,2,3
PALLAPIZZA,BILBAO,2024-05-08,2024,19,2,1
PALLAPIZZA,BURGOS,2024-05-08,2024,19,2,10
PALLAPIZZA,VITORIA,2024-05-08,2024,19,2,2
PALLAPIZZA,ZARAGOZA,2024-05-08,2024,19,2,0
PALLAPIZZA,PAMPLONA,2024-05-09,2024,19,3,7
PALLAPIZZA,BILBAO,2024-05-09,2024,19,3,3
PALLAPIZZA,BURGOS,2024-05-09,2024,19,3,7
PALLAPIZZA,VITORIA,2024-05-09,2024,19,3,9
PALLAPIZZA,ZARAGOZA,2024-05-09,2024,19,3,3
PALLAPIZZA,PAMPLONA,2024-05-10,2024,19,4,2
PALLAPIZZA,BILBAO,2024-05-10,2024,19,4,4
PALLAPIZZA,BURGOS,2024-05-10,2024,19,4,12
PALLAPIZZA,VITORIA,2024-05-10,2024,19,4,17
PALLAPIZZA,ZARAGOZA,2024-05-10,2024,19,4,0
PALLAPIZZA,PAMPLONA,2024-05-11,2024,19,5,1
PALLAPIZZA,BILBAO,2024-05-11,2024,19,5,0
PALLAPIZZA,BURGOS,2024-05-11,2024,19,5,14
PALLAPIZZA,VITORIA,2024-05-11,2024,19,5,15
PALLAPIZZA,ZARAGOZA,2024-05-11,2024,19,5,12
PALLAPIZZA,PAMPLONA,2024-05-12,2024,19,6,18
PALLAPIZZA,BILBAO,2024-05-12,2024,19,6,18
PALLAPIZZA,BURGOS,2024-05-12,2024,19,6,2
PALLAPIZZA,VITORIA,2024-05-12,2024,19,6,6
PALLAPIZZA,ZARAGOZA,2024-05-12,2024,19,6,7
PALLAPIZZA,PAMPLONA,2024-05-13,2024,20,0,9
PALLAPIZZA,BILBAO,2024-05-13,2024,20,0,2
PALLAPIZZA,BURGOS,2024-05-13,2024,20,0,5
PALLAPIZZA,VITORIA,2024-05-13,2024,20,0,1
PALLAPIZZA,ZARAGOZA,2024-05-13,2024,20,0,4
PALLAPIZZA,PAMPLONA,2024-05-14,2024,20,1,4
PALLAPIZZA,BILBAO,2024-05-14,2024,20,1,3
PALLAPIZZA,BURGOS,2024-05-14,2024,20,1,1
PALLAPIZZA,VITORIA,2024-05-14,2024,20,1,9
PALLAPIZZA,ZARAGOZA,2024-05-14,2024,20,1,9
PALLAPIZZA,PAMPLONA,2024-05-15,2024,20,2,8
PALLAPIZZA,BILBAO,2024-05-15,2024,20,2,0
PALLAPIZZA,BURGOS,2024-05-15,2024,20,2,9
PALLAPIZZA,VITORIA,2024-05-15,2024,20,2,6
PALLAPIZZA,ZARAGOZA,2024-05-15,2024,20,2,10
PALLAPIZZA,PAMPLONA,2024-05-16,2024,20,3,8
PALLAPIZZA,BILBAO,2024-05-16,2024,20,3,2
PALLAPIZZA,BURGOS,2024-05-16,2024,20,3,8
PALLAPIZZA,VITORIA,2024-05-16,2024,20,3,4
PALLAPIZZA,ZARAGOZA,2024-05-16,2024,20,3,4
PALLAPIZZA,PAMPLONA,2024-05-17,2024,20,4,5
PALLAPIZZA,BILBAO,2024-05-17,2024,20,4,0
PALLAPIZZA,BURGOS,2024-05-17,2024,20,4,15
PALLAPIZZA,VITORIA,2024-05-17,2024,20,4,3
PALLAPIZZA,ZARAGOZA,2024-05-17,2024,20,4,7
PALLAPIZZA,PAMPLONA,2024-05-18,2024,20,5,15
PALLAPIZZA,BILBAO,2024-05-18,2024,20,5,3
PALLAPIZZA,BURGOS,2024-05-18,2024,20,5,16
PALLAPIZZA,VITORIA,2024-05-18,2024,20,5,7
PALLAPIZZA,ZARAGOZA,2024-05-18,2024,20,5,14
PALLAPIZZA,PAMPLONA,2024-05-19,2024,20,6,11
PALLAPIZZA,BILBAO,2024-05-19,2024,20,6,14
PALLAPIZZA,BURGOS,2024-05-19,2024,20,6,0
PALLAPIZZA,VITORIA,2024-05-19,2024,20,6,13
PALLAPIZZA,ZARAGOZA,2024-05-19,2024,20,6,18
PALLAPIZZA,PAMPLONA,2024-05-20,2024,21,0,9
PALLAPIZZA,BILBAO,2024-05-20,2024,21,0,0
PALLAPIZZA,BURGOS,2024-05-20,2024,21,0,3
PALLAPIZZA,VITORIA,2024-05-20,2024,21,0,1
PALLAPIZZA,ZARAGOZA,2024-05-20,2024,21,0,0
PALLAPIZZA,PAMPLONA,2024-05-21,2024,21,1,9
PALLAPIZZA,BILBAO,2024-05-21,2024,21,1,9
PALLAPIZZA,BURGOS,2024-05-21,2024,21,1,4
PALLAPIZZA,VITORIA,2024-05-21,2024,21,1,8
PALLAPIZZA,ZARAGOZA,2024-05-21,2024,21,1,8
PALLAPIZZA,PAMPLONA,2024-05-22,2024,21,2,2
PALLAPIZZA,BILBAO,2024-05-22,2024,21,2,7
PALLAPIZZA,BURGOS,2024-05-22,2024,21,2,10
PALLAPIZZA,VITORIA,2024-05-22,2024,21,2,10
PALLAPIZZA,ZARAGOZA,2024-05-22,2024,21,2,0
PALLAPIZZA,PAMPLONA,2024-05-23,2024,21,3,0
PALLAPIZZA,BILBAO,2024-05-23,2024,21,3,7
PALLAPIZZA,BURGOS,2024-05-23,2024,21,3,6
PALLAPIZZA,VITORIA,2024-05-23,2024,21,3,6
PALLAPIZZA,ZARAGOZA,2024-05-23,2024,21,3,1
PALLAPIZZA,PAMPLONA,2024-05-24,2024,21,4,6
PALLAPIZZA,BILBAO,2024-05-24,2024,21,4,14
PALLAPIZZA,BURGOS,2024-05-24,2024,21,4,0
PALLAPIZZA,VITORIA,2024-05-24,2024,21,4,12
PALLAPIZZA,ZARAGOZA,2024-05-24,2024,21,4,15
PALLAPIZZA,PAMPLONA,2024-05-25,2024,21,5,14
PALLAPIZZA,BILBAO,2024-05-25,2024,21,5,17
PALLAPIZZA,BURGOS,2024-05-25,2024,21,5,16
PALLAPIZZA,VITORIA,2024-05-25,2024,21,5,3
PALLAPIZZA,ZARAGOZA,2024-05-25,2024,21,5,2
PALLAPIZZA,PAMPLONA,2024-05-26,2024,21,6,0
PALLAPIZZA,BILBAO,2024-05-26,2024,21,6,12
PALLAPIZZA,BURGOS,2024-05-26,2024,21,6,4
PALLAPIZZA,VITORIA,2024-05-26,2024,21,6,4
PALLAPIZZA,ZARAGOZA,2024-05-26,2024,21,6,7
PALLAPIZZA,PAMPLONA,2024-05-27,2024,22,0,8
PALLAPIZZA,BILBAO,2024-05-27,2024,22,0,1
PALLAPIZZA,BURGOS,2024-05-27,2024,22,0,7
PALLAPIZZA,VITORIA,2024-05-27,2024,22,0,4
PALLAPIZZA,ZARAGOZA,2024-05-27,2024,22,0,3
PALLAPIZZA,PAMPLONA,2024-05-28,2024,22,1,9
PALLAPIZZA,BILBAO,2024-05-28,2024,22,1,5
PALLAPIZZA,BURGOS,2024-05-28,2024,22,1,6
PALLAPIZZA,VITORIA,2024-05-28,2024,22,1,6
PALLAPIZZA,ZARAGOZA,2024-05-28,2024,22,1,4
PALLAPIZZA,PAMPLONA,2024-05-29,2024,22,2,8
PALLAPIZZA,BILBAO,2024-05-29,2024,22,2,9
PALLAPIZZA,BURGOS,2024-05-29,2024,22,2,5
PALLAPIZZA,VITORIA,2024-05-29,2024,22,2,1
PALLAPIZZA,ZARAGOZA,2024-05-29,2024,22,2,4
PALLAPIZZA,PAMPLONA,2024-05-30,2024,22,3,7
PALLAPIZZA,BILBAO,2024-05-30,2024,22,3,10
PALLAPIZZA,BURGOS,2024-05-30,2024,22,3,9
PALLAPIZZA,VITORIA,2024-05-30,2024,22,3,4
PALLAPIZZA,ZARAGOZA,2024-05-30,2024,22,3,10
PALLAPIZZA,PAMPLONA,2024-05-31,2024,22,4,19
PALLAPIZZA,BILBAO,2024-05-31,2024,22,4,19
PALLAPIZZA,BURGOS,2024-05-31,2024,22,4,16
PALLAPIZZA,VITORIA,2024-05-31,2024,22,4,16
PALLAPIZZA,ZARAGOZA,2024-05-31,2024,22,4,11
PALLAPIZZA,PAMPLONA,2024-06-01,2024,22,5,3
PALLAPIZZA,BILBAO,2024-06-01,2024,22,5,5
PALLAPIZZA,BURGOS,2024-06-01,2024,22,5,6
PALLAPIZZA,VITORIA,2024-06-01,2024,22,5,0
PALLAPIZZA,ZARAGOZA,2024-06-01,2024,22,5,8
PALLAPIZZA,PAMPLONA,2024-06-02,2024,22,6,0
PALLAPIZZA,BILBAO,2024-06-02,2024,22,6,17
PALLAPIZZA,BURGOS,2024-06-02,2024,22,6,16
PALLAPIZZA,VITORIA,2024-06-02,2024,22,6,0
PALLAPIZZA,ZARAGOZA,2024-06-02,2024,22,6,15
PALLAPIZZA,PAMPLONA,2024-06-03,2024,23,0,3
PALLAPIZZA,BILBAO,2024-06-03,2024,23,0,8
PALLAPIZZA,BURGOS,2024-06-03,2024,23,0,3
PALLAPIZZA,VITORIA,2024-06-03,2024,23,0,5
PALLAPIZZA,ZARAGOZA,2024-06-03,2024,23,0,7
PALLAPIZZA,PAMPLONA,2024-06-04,2024,23,1,1
PALLAPIZZA,BILBAO,2024-06-04,2024,23,1,3
PALLAPIZZA,BURGOS,2024-06-04,2024,23,1,9
PALLAPIZZA,VITORIA,2024-06-04,2024,23,1,3
PALLAPIZZA,ZARAGOZA,2024-06-04,2024,23,1,4
PALLAPIZZA,PAMPLONA,2024-06-05,2024,23,2,7
PALLAPIZZA,BILBAO,2024-06-05,2024,23,2,6
PALLAPIZZA,BURGOS,2024-06-05,2024,23,2,3
PALLAPIZZA,VITORIA,2024-06-05,2024,23,2,1
PALLAPIZZA,ZARAGOZA,2024-06-05,2024,23,2,9
PALLAPIZZA,PAMPLONA,2024-06-06,2024,23,3,8
PALLAPIZZA,BILBAO,2024-06-06,2024,23,3,7
PALLAPIZZA,BURGOS,2024-06-06,2024,23,3,10
PALLAPIZZA,VITORIA,2024-06-06,2024,23,3,2
PALLAPIZZA,ZARAGOZA,2024-06-06,2024,23,3,1
PALLAPIZZA,PAMPLONA,2024-06-07,2024,23,4,4
PALLAPIZZA,BILBAO,2024-06-07,2024,23,4,12
PALLAPIZZA,BURGOS,2024-06-07,2024,23,4,11
PALLAPIZZA,VITORIA,2024-06-07,2024,23,4,5
PALLAPIZZA,ZARAGOZA,2024-06-07,2024,23,4,15
PALLAPIZZA,PAMPLONA,2024-06-08,2024,23,5,20
PALLAPIZZA,BILBAO,2024-06-08,2024,23,5,5
PALLAPIZZA,BURGOS,2024-06-08,2024,23,5,0
PALLAPIZZA,VITORIA,2024-06-08,2024,23,5,2
PALLAPIZZA,ZARAGOZA,2024-06-08,2024,23,5,17
PALLAPIZZA,PAMPLONA,2024-06-09,2024,23,6,3
PALLAPIZZA,BILBAO,2024-06-09,2024,23,6,14
PALLAPIZZA,BURGOS,2024-06-09,2024,23,6,15
PALLAPIZZA,VITORIA,2024-06-09,2024,23,6,15
PALLAPIZZA,ZARAGOZA,2024-06-09,2024,23,6,5
PALLAPIZZA,PAMPLONA,2024-06-10,2024,24,0,10
PALLAPIZZA,BILBAO,2024-06-10,2024,24,0,0
PALLAPIZZA,BURGOS,2024-06-10,2024,24,0,3
PALLAPIZZA,VITORIA,2024-06-10,2024,24,0,4
PALLAPIZZA,ZARAGOZA,2024-06-10,2024,24,0,5
PALLAPIZZA,PAMPLONA,2024-06-11,2024,24,1,1
PALLAPIZZA,BILBAO,2024-06-11,2024,24,1,0
PALLAPIZZA,BURGOS,2024-06-11,2024,24,1,6
PALLAPIZZA,VITORIA,2024-06-11,2024,24,1,9
PALLAPIZZA,ZARAGOZA,2024-06-11,2024,24,1,8
PALLAPIZZA,PAMPLONA,2024-06-12,2024,24,2,3
PALLAPIZZA,BILBAO,2024-06-12,2024,24,2,10
PALLAPIZZA,BURGOS,2024-06-12,2024,24,2,10
PALLAPIZZA,VITORIA,2024-06-12,2024,24,2,1
PALLAPIZZA,ZARAGOZA,2024-06-12,2024,24,2,7
PALLAPIZZA,PAMPLONA,2024-06-13,2024,24,3,4
PALLAPIZZA,BILBAO,2024-06-13,2024,24,3,4
PALLAPIZZA,BURGOS,2024-06-13,2024,24,3,3
PALLAPIZZA,VITORIA,2024-06-13,2024,24,3,3
PALLAPIZZA,ZARAGOZA,2024-06-13,2024,24,3,2
PALLAPIZZA,PAMPLONA,2024-06-14,2024,24,4,20
PALLAPIZZA,BILBAO,2024-06-14,2024,24,4,15
PALLAPIZZA,BURGOS,2024-06-14,2024,24,4,3
PALLAPIZZA,VITORIA,2024-06-14,2024,24,4,6
PALLAPIZZA,ZARAGOZA,2024-06-14,2024,24,4,15
PALLAPIZZA,PAMPLONA,2024-06-15,2024,24,5,2
PALLAPIZZA,BILBAO,2024-06-15,2024,24,5,3
PALLAPIZZA,BURGOS,2024-06-15,2024,24,5,4
PALLAPIZZA,VITORIA,2024-06-15,2024,24,5,10
PALLAPIZZA,ZARAGOZA,2024-06-15,2024,24,5,1
PALLAPIZZA,PAMPLONA,2024-06-16,2024,24,6,0
PALLAPIZZA,BILBAO,2024-06-16,2024,24,6,10
PALLAPIZZA,BURGOS,2024-06-16,2024,24,6,12
PALLAPIZZA,VITORIA,2024-06-16,2024,24,6,16
PALLAPIZZA,ZARAGOZA,2024-06-16,2024,24,6,8
PALLAPIZZA,PAMPLONA,2024-06-17,2024,25,0,7
PALLAPIZZA,BILBAO,2024-06-17,2024,25,0,1
PALLAPIZZA,BURGOS,2024-06-17,2024,25,0,8
PALLAPIZZA,VITORIA,2024-06-17,2024,25,0,1
PALLAPIZZA,ZARAGOZA,2024-06-17,2024,25,0,2
