p_company_name,p_venue_name,date,p_year,p_week_number,weekday,product_code,product_name,stock,capacity
PALLAPIZZA,VITORIA,2025-03-12,2025,11,2,PROD_10,Anchoas,142,149
PALLAPIZZA,ZARAGOZA,2025-03-12,2025,11,2,PROD_1,Mozzarella,153,166
PALLAPIZZA,ZARAGOZA,2025-03-12,2025,11,2,PROD_2,Aceitunas,127,136
PALLAPIZZA,ZARAGOZA,2025-03-12,2025,11,2,PROD_3,Tomate triturado,153,183
PALLAPIZZA,ZARAGOZA,2025-03-12,2025,11,2,PROD_4,Harina de trigo,126,139
PALLAPIZZA,ZARAGOZA,2025-03-12,2025,11,2,PROD_5,Cerveza Mahou,175,180
PALLAPIZZA,ZARAGOZA,2025-03-12,2025,11,2,PROD_6,Jamón ibérico,128,141
PALLAPIZZA,ZARAGOZA,2025-03-12,2025,11,2,PROD_7,Champiñones,131,143
PALLAPIZZA,ZARAGOZA,2025-03-12,2025,11,2,PROD_8,Pimientos asados,164,168
PALLAPIZZA,ZARAGOZA,2025-03-12,2025,11,2,PROD_9,Aceite de oliva virgen extra,119,133
PALLAPIZZA,ZARAGOZA,2025-03-12,2025,11,2,PROD_10,Anchoas,124,149
PALLAPIZZA,PAMPLONA,2025-03-13,2025,11,3,PROD_1,Mozzarella,159,166
PALLAPIZZA,PAMPLONA,2025-03-13,2025,11,3,PROD_2,Aceitunas,120,136
PALLAPIZZA,PAMPLONA,2025-03-13,2025,11,3,PROD_3,Tomate triturado,177,183
PALLAPIZZA,PAMPLONA,2025-03-13,2025,11,3,PROD_4,Harina de trigo,127,139
PALLAPIZZA,PAMPLONA,2025-03-13,2025,11,3,PROD_5,Cerveza Mahou,152,180
PALLAPIZZA,PAMPLONA,2025-03-13,2025,11,3,PROD_6,Jamón ibérico,130,141
PALLAPIZZA,PAMPLONA,2025-03-13,2025,11,3,PROD_7,Champiñones,117,143
PALLAPIZZA,PAMPLONA,2025-03-13,2025,11,3,PROD_8,Pimientos asados,154,168
PALLAPIZZA,PAMPLONA,2025-03-13,2025,11,3,PROD_9,Aceite de oliva virgen extra,114,133
PALLAPIZZA,PAMPLONA,2025-03-13,2025,11,3,PROD_10,Anchoas,123,149
PALLAPIZZA,BILBAO,2025-03-13,2025,11,3,PROD_1,Mozzarella,154,166
PALLAPIZZA,BILBAO,2025-03-13,2025,11,3,PROD_2,Aceitunas,115,136
PALLAPIZZA,BILBAO,2025-03-13,2025,11,3,PROD_3,Tomate triturado,157,183
PALLAPIZZA,BILBAO,2025-03-13,2025,11,3,PROD_4,Harina de trigo,131,139
PALLAPIZZA,BILBAO,2025-03-13,2025,11,3,PROD_5,Cerveza Mahou,170,180
PALLAPIZZA,BILBAO,2025-03-13,2025,11,3,PROD_6,Jamón ibérico,130,141
PALLAPIZZA,BILBAO,2025-03-13,2025,11,3,PROD_7,Champiñones,123,143
PALLAPIZZA,BILBAO,2025-03-13,2025,11,3,PROD_8,Pimientos asados,141,168
PALLAPIZZA,BILBAO,2025-03-13,2025,11,3,PROD_9,Aceite de oliva virgen extra,122,133
PALLAPIZZA,BILBAO,2025-03-13,2025,11,3,PROD_10,Anchoas,140,149
PALLAPIZZA,BURGOS,2025-03-13,2025,11,3,PROD_1,Mozzarella,155,166
PALLAPIZZA,BURGOS,2025-03-13,2025,11,3,PROD_2,Aceitunas,125,136
PALLAPIZZA,BURGOS,2025-03-13,2025,11,3,PROD_3,Tomate triturado,155,183
PALLAPIZZA,BURGOS,2025-03-13,2025,11,3,PROD_4,Harina de trigo,133,139
PALLAPIZZA,BURGOS,2025-03-13,2025,11,3,PROD_5,Cerveza Mahou,144,180
PALLAPIZZA,BURGOS,2025-03-13,2025,11,3,PROD_6,Jamón ibérico,128,141
PALLAPIZZA,BURGOS,2025-03-13,2025,11,3,PROD_7,Champiñones,140,143
PALLAPIZZA,BURGOS,2025-03-13,2025,11,3,PROD_8,Pimientos asados,158,168
PALLAPIZZA,BURGOS,2025-03-13,2025,11,3,PROD_9,Aceite de oliva virgen extra,128,133
PALLAPIZZA,BURGOS,2025-03-13,2025,11,3,PROD_10,Anchoas,137,149
PALLAPIZZA,VITORIA,2025-03-13,2025,11,3,PROD_1,Mozzarella,160,166
PALLAPIZZA,VITORIA,2025-03-13,2025,11,3,PROD_2,Aceitunas,123,136
PALLAPIZZA,VITORIA,2025-03-13,2025,11,3,PROD_3,Tomate triturado,164,183
PALLAPIZZA,VITORIA,2025-03-13,2025,11,3,PROD_4,Harina de trigo,116,139
PALLAPIZZA,VITORIA,2025-03-13,2025,11,3,PROD_5,Cerveza Mahou,170,180
PALLAPIZZA,VITORIA,2025-03-13,2025,11,3,PROD_6,Jamón ibérico,123,141
PALLAPIZZA,VITORIA,2025-03-13,2025,11,3,PROD_7,Champiñones,140,143
PALLAPIZZA,VITORIA,2025-03-13,2025,11,3,PROD_8,Pimientos asados,144,168
PALLAPIZZA,VITORIA,2025-03-13,2025,11,3,PROD_9,Aceite de oliva virgen extra,108,133
PALLAPIZZA,VITORIA,2025-03-13,2025,11,3,PROD_10,Anchoas,141,149
PALLAPIZZA,ZARAGOZA,2025-03-13,2025,11,3,PROD_1,Mozzarella,152,166
PALLAPIZZA,ZARAGOZA,2025-03-13,2025,11,3,PROD_2,Aceitunas,126,136
PALLAPIZZA,ZARAGOZA,2025-03-13,2025,11,3,PROD_3,Tomate triturado,151,183
PALLAPIZZA,ZARAGOZA,2025-03-13,2025,11,3,PROD_4,Harina de trigo,125,139
PALLAPIZZA,ZARAGOZA,2025-03-13,2025,11,3,PROD_5,Cerveza Mahou,174,180
PALLAPIZZA,ZARAGOZA,2025-03-13,2025,11,3,PROD_6,Jamón ibérico,125,141
PALLAPIZZA,ZARAGOZA,2025-03-13,2025,11,3,PROD_7,Champiñones,130,143
PALLAPIZZA,ZARAGOZA,2025-03-13,2025,11,3,PROD_8,Pimientos asados,161,168
PALLAPIZZA,ZARAGOZA,2025-03-13,2025,11,3,PROD_9,Aceite de oliva virgen extra,118,133
PALLAPIZZA,ZARAGOZA,2025-03-13,2025,11,3,PROD_10,Anchoas,122,149
PALLAPIZZA,PAMPLONA,2025-03-14,2025,11,4,PROD_1,Mozzarella,156,166
PALLAPIZZA,PAMPLONA,2025-03-14,2025,11,4,PROD_2,Aceitunas,117,136
PALLAPIZZA,PAMPLONA,2025-03-14,2025,11,4,PROD_3,Tomate triturado,174,183
PALLAPIZZA,PAMPLONA,2025-03-14,2025,11,4,PROD_4,Harina de trigo,125,139
PALLAPIZZA,PAMPLONA,2025-03-14,2025,11,4,PROD_5,Cerveza Mahou,150,180
PALLAPIZZA,PAMPLONA,2025-03-14,2025,11,4,PROD_6,Jamón ibérico,126,141
PALLAPIZZA,PAMPLONA,2025-03-14,2025,11,4,PROD_7,Champiñones,115,143
PALLAPIZZA,PAMPLONA,2025-03-14,2025,11,4,PROD_8,Pimientos asados,150,168
PALLAPIZZA,PAMPLONA,2025-03-14,2025,11,4,PROD_9,Aceite de oliva virgen extra,111,133
PALLAPIZZA,PAMPLONA,2025-03-14,2025,11,4,PROD_10,Anchoas,121,149
PALLAPIZZA,BILBAO,2025-03-14,2025,11,4,PROD_1,Mozzarella,153,166
PALLAPIZZA,BILBAO,2025-03-14,2025,11,4,PROD_2,Aceitunas,111,136
PALLAPIZZA,BILBAO,2025-03-14,2025,11,4,PROD_3,Tomate triturado,155,183
PALLAPIZZA,BILBAO,2025-03-14,2025,11,4,PROD_4,Harina de trigo,129,139
PALLAPIZZA,BILBAO,2025-03-14,2025,11,4,PROD_5,Cerveza Mahou,168,180
PALLAPIZZA,BILBAO,2025-03-14,2025,11,4,PROD_6,Jamón ibérico,128,141
PALLAPIZZA,BILBAO,2025-03-14,2025,11,4,PROD_7,Champiñones,120,143
PALLAPIZZA,BILBAO,2025-03-14,2025,11,4,PROD_8,Pimientos asados,138,168
PALLAPIZZA,BILBAO,2025-03-14,2025,11,4,PROD_9,Aceite de oliva virgen extra,119,133
PALLAPIZZA,BILBAO,2025-03-14,2025,11,4,PROD_10,Anchoas,138,149
PALLAPIZZA,BURGOS,2025-03-14,2025,11,4,PROD_1,Mozzarella,152,166
PALLAPIZZA,BURGOS,2025-03-14,2025,11,4,PROD_2,Aceitunas,123,136
PALLAPIZZA,BURGOS,2025-03-14,2025,11,4,PROD_3,Tomate triturado,153,183
PALLAPIZZA,BURGOS,2025-03-14,2025,11,4,PROD_4,Harina de trigo,129,139
PALLAPIZZA,BURGOS,2025-03-14,2025,11,4,PROD_5,Cerveza Mahou,142,180
PALLAPIZZA,BURGOS,2025-03-14,2025,11,4,PROD_6,Jamón ibérico,126,141
PALLAPIZZA,BURGOS,2025-03-14,2025,11,4,PROD_7,Champiñones,138,143
PALLAPIZZA,BURGOS,2025-03-14,2025,11,4,PROD_8,Pimientos asados,154,168
PALLAPIZZA,BURGOS,2025-03-14,2025,11,4,PROD_9,Aceite de oliva virgen extra,126,133
PALLAPIZZA,BURGOS,2025-03-14,2025,11,4,PROD_10,Anchoas,133,149
PALLAPIZZA,VITORIA,2025-03-14,2025,11,4,PROD_1,Mozzarella,157,166
PALLAPIZZA,VITORIA,2025-03-14,2025,11,4,PROD_2,Aceitunas,121,136
PALLAPIZZA,VITORIA,2025-03-14,2025,11,4,PROD_3,Tomate triturado,160,183
PALLAPIZZA,VITORIA,2025-03-14,2025,11,4,PROD_4,Harina de trigo,113,139
PALLAPIZZA,VITORIA,2025-03-14,2025,11,4,PROD_5,Cerveza Mahou,168,180
PALLAPIZZA,VITORIA,2025-03-14,2025,11,4,PROD_6,Jamón ibérico,120,141
PALLAPIZZA,VITORIA,2025-03-14,2025,11,4,PROD_7,Champiñones,137,143
PALLAPIZZA,VITORIA,2025-03-14,2025,11,4,PROD_8,Pimientos asados,141,168
PALLAPIZZA,VITORIA,2025-03-14,2025,11,4,PROD_9,Aceite de oliva virgen extra,105,133
PALLAPIZZA,VITORIA,2025-03-14,2025,11,4,PROD_10,Anchoas,140,149
PALLAPIZZA,ZARAGOZA,2025-03-14,2025,11,4,PROD_1,Mozzarella,151,166
PALLAPIZZA,ZARAGOZA,2025-03-14,2025,11,4,PROD_2,Aceitunas,123,136
PALLAPIZZA,ZARAGOZA,2025-03-14,2025,11,4,PROD_3,Tomate triturado,149,183
PALLAPIZZA,ZARAGOZA,2025-03-14,2025,11,4,PROD_4,Harina de trigo,123,139
PALLAPIZZA,ZARAGOZA,2025-03-14,2025,11,4,PROD_5,Cerveza Mahou,172,180
PALLAPIZZA,ZARAGOZA,2025-03-14,2025,11,4,PROD_6,Jamón ibérico,122,141
PALLAPIZZA,ZARAGOZA,2025-03-14,2025,11,4,PROD_7,Champiñones,127,143
PALLAPIZZA,ZARAGOZA,2025-03-14,2025,11,4,PROD_8,Pimientos asados,158,168
PALLAPIZZA,ZARAGOZA,2025-03-14,2025,11,4,PROD_9,Aceite de oliva virgen extra,117,133
PALLAPIZZA,ZARAGOZA,2025-03-14,2025,11,4,PROD_10,Anchoas,119,149
PALLAPIZZA,PAMPLONA,2025-03-15,2025,11,5,PROD_1,Mozzarella,153,166
PALLAPIZZA,PAMPLONA,2025-03-15,2025,11,5,PROD_2,Aceitunas,113,136
PALLAPIZZA,PAMPLONA,2025-03-15,2025,11,5,PROD_3,Tomate triturado,170,183
PALLAPIZZA,PAMPLONA,2025-03-15,2025,11,5,PROD_4,Harina de trigo,120,139
PALLAPIZZA,PAMPLONA,2025-03-15,2025,11,5,PROD_5,Cerveza Mahou,147,180
PALLAPIZZA,PAMPLONA,2025-03-15,2025,11,5,PROD_6,Jamón ibérico,122,141
PALLAPIZZA,PAMPLONA,2025-03-15,2025,11,5,PROD_7,Champiñones,112,143
PALLAPIZZA,PAMPLONA,2025-03-15,2025,11,5,PROD_8,Pimientos asados,146,168
PALLAPIZZA,PAMPLONA,2025-03-15,2025,11,5,PROD_9,Aceite de oliva virgen extra,108,133
PALLAPIZZA,PAMPLONA,2025-03-15,2025,11,5,PROD_10,Anchoas,117,149
PALLAPIZZA,BILBAO,2025-03-15,2025,11,5,PROD_1,Mozzarella,150,166
PALLAPIZZA,BILBAO,2025-03-15,2025,11,5,PROD_2,Aceitunas,107,136
PALLAPIZZA,BILBAO,2025-03-15,2025,11,5,PROD_3,Tomate triturado,151,183
PALLAPIZZA,BILBAO,2025-03-15,2025,11,5,PROD_4,Harina de trigo,126,139
PALLAPIZZA,BILBAO,2025-03-15,2025,11,5,PROD_5,Cerveza Mahou,164,180
PALLAPIZZA,BILBAO,2025-03-15,2025,11,5,PROD_6,Jamón ibérico,124,141
PALLAPIZZA,BILBAO,2025-03-15,2025,11,5,PROD_7,Champiñones,116,143
PALLAPIZZA,BILBAO,2025-03-15,2025,11,5,PROD_8,Pimientos asados,135,168
PALLAPIZZA,BILBAO,2025-03-15,2025,11,5,PROD_9,Aceite de oliva virgen extra,115,133
PALLAPIZZA,BILBAO,2025-03-15,2025,11,5,PROD_10,Anchoas,134,149
PALLAPIZZA,BURGOS,2025-03-15,2025,11,5,PROD_1,Mozzarella,148,166
PALLAPIZZA,BURGOS,2025-03-15,2025,11,5,PROD_2,Aceitunas,120,136
PALLAPIZZA,BURGOS,2025-03-15,2025,11,5,PROD_3,Tomate triturado,149,183
PALLAPIZZA,BURGOS,2025-03-15,2025,11,5,PROD_4,Harina de trigo,125,139
PALLAPIZZA,BURGOS,2025-03-15,2025,11,5,PROD_5,Cerveza Mahou,138,180
PALLAPIZZA,BURGOS,2025-03-15,2025,11,5,PROD_6,Jamón ibérico,124,141
PALLAPIZZA,BURGOS,2025-03-15,2025,11,5,PROD_7,Champiñones,134,143
PALLAPIZZA,BURGOS,2025-03-15,2025,11,5,PROD_8,Pimientos asados,150,168
PALLAPIZZA,BURGOS,2025-03-15,2025,11,5,PROD_9,Aceite de oliva virgen extra,123,133
PALLAPIZZA,BURGOS,2025-03-15,2025,11,5,PROD_10,Anchoas,129,149
PALLAPIZZA,VITORIA,2025-03-15,2025,11,5,PROD_1,Mozzarella,153,166
PALLAPIZZA,VITORIA,2025-03-15,2025,11,5,PROD_2,Aceitunas,117,136
PALLAPIZZA,VITORIA,2025-03-15,2025,11,5,PROD_3,Tomate triturado,157,183
PALLAPIZZA,VITORIA,2025-03-15,2025,11,5,PROD_4,Harina de trigo,109,139
PALLAPIZZA,VITORIA,2025-03-15,2025,11,5,PROD_5,Cerveza Mahou,165,180
PALLAPIZZA,VITORIA,2025-03-15,2025,11,5,PROD_6,Jamón ibérico,118,141
PALLAPIZZA,VITORIA,2025-03-15,2025,11,5,PROD_7,Champiñones,133,143
PALLAPIZZA,VITORIA,2025-03-15,2025,11,5,PROD_8,Pimientos asados,137,168
PALLAPIZZA,VITORIA,2025-03-15,2025,11,5,PROD_9,Aceite de oliva virgen extra,101,133
PALLAPIZZA,VITORIA,2025-03-15,2025,11,5,PROD_10,Anchoas,136,149
PALLAPIZZA,ZARAGOZA,2025-03-15,2025,11,5,PROD_1,Mozzarella,148,166
PALLAPIZZA,ZARAGOZA,2025-03-15,2025,11,5,PROD_2,Aceitunas,119,136
PALLAPIZZA,ZARAGOZA,2025-03-15,2025,11,5,PROD_3,Tomate triturado,145,183
PALLAPIZZA,ZARAGOZA,2025-03-15,2025,11,5,PROD_4,Harina de trigo,120,139
PALLAPIZZA,ZARAGOZA,2025-03-15,2025,11,5,PROD_5,Cerveza Mahou,168,180
PALLAPIZZA,ZARAGOZA,2025-03-15,2025,11,5,PROD_6,Jamón ibérico,119,141
PALLAPIZZA,ZARAGOZA,2025-03-15,2025,11,5,PROD_7,Champiñones,124,143
PALLAPIZZA,ZARAGOZA,2025-03-15,2025,11,5,PROD_8,Pimientos asados,154,168
PALLAPIZZA,ZARAGOZA,2025-03-15,2025,11,5,PROD_9,Aceite de oliva virgen extra,112,133
PALLAPIZZA,ZARAGOZA,2025-03-15,2025,11,5,PROD_10,Anchoas,116,149
PALLAPIZZA,PAMPLONA,2025-03-16,2025,11,6,PROD_1,Mozzarella,150,166
PALLAPIZZA,PAMPLONA,2025-03-16,2025,11,6,PROD_2,Aceitunas,110,136
PALLAPIZZA,PAMPLONA,2025-03-16,2025,11,6,PROD_3,Tomate triturado,165,183
PALLAPIZZA,PAMPLONA,2025-03-16,2025,11,6,PROD_4,Harina de trigo,117,139
PALLAPIZZA,PAMPLONA,2025-03-16,2025,11,6,PROD_5,Cerveza Mahou,145,180
PALLAPIZZA,PAMPLONA,2025-03-16,2025,11,6,PROD_6,Jamón ibérico,120,141
PALLAPIZZA,PAMPLONA,2025-03-16,2025,11,6,PROD_7,Champiñones,110,143
PALLAPIZZA,PAMPLONA,2025-03-16,2025,11,6,PROD_8,Pimientos asados,144,168
PALLAPIZZA,PAMPLONA,2025-03-16,2025,11,6,PROD_9,Aceite de oliva virgen extra,107,133
PALLAPIZZA,PAMPLONA,2025-03-16,2025,11,6,PROD_10,Anchoas,114,149
PALLAPIZZA,BILBAO,2025-03-16,2025,11,6,PROD_1,Mozzarella,147,166
PALLAPIZZA,BILBAO,2025-03-16,2025,11,6,PROD_2,Aceitunas,103,136
PALLAPIZZA,BILBAO,2025-03-16,2025,11,6,PROD_3,Tomate triturado,147,183
PALLAPIZZA,BILBAO,2025-03-16,2025,11,6,PROD_4,Harina de trigo,124,139
PALLAPIZZA,BILBAO,2025-03-16,2025,11,6,PROD_5,Cerveza Mahou,161,180
PALLAPIZZA,BILBAO,2025-03-16,2025,11,6,PROD_6,Jamón ibérico,122,141
PALLAPIZZA,BILBAO,2025-03-16,2025,11,6,PROD_7,Champiñones,115,143
PALLAPIZZA,BILBAO,2025-03-16,2025,11,6,PROD_8,Pimientos asados,133,168
PALLAPIZZA,BILBAO,2025-03-16,2025,11,6,PROD_9,Aceite de oliva virgen extra,113,133
PALLAPIZZA,BILBAO,2025-03-16,2025,11,6,PROD_10,Anchoas,131,149
PALLAPIZZA,BURGOS,2025-03-16,2025,11,6,PROD_1,Mozzarella,146,166
PALLAPIZZA,BURGOS,2025-03-16,2025,11,6,PROD_2,Aceitunas,117,136
PALLAPIZZA,BURGOS,2025-03-16,2025,11,6,PROD_3,Tomate triturado,146,183
PALLAPIZZA,BURGOS,2025-03-16,2025,11,6,PROD_4,Harina de trigo,123,139
PALLAPIZZA,BURGOS,2025-03-16,2025,11,6,PROD_5,Cerveza Mahou,134,180
PALLAPIZZA,BURGOS,2025-03-16,2025,11,6,PROD_6,Jamón ibérico,121,141
PALLAPIZZA,BURGOS,2025-03-16,2025,11,6,PROD_7,Champiñones,131,143
PALLAPIZZA,BURGOS,2025-03-16,2025,11,6,PROD_8,Pimientos asados,148,168
PALLAPIZZA,BURGOS,2025-03-16,2025,11,6,PROD_9,Aceite de oliva virgen extra,121,133
PALLAPIZZA,BURGOS,2025-03-16,2025,11,6,PROD_10,Anchoas,127,149
PALLAPIZZA,VITORIA,2025-03-16,2025,11,6,PROD_1,Mozzarella,150,166
PALLAPIZZA,VITORIA,2025-03-16,2025,11,6,PROD_2,Aceitunas,115,136
PALLAPIZZA,VITORIA,2025-03-16,2025,11,6,PROD_3,Tomate triturado,153,183
PALLAPIZZA,VITORIA,2025-03-16,2025,11,6,PROD_4,Harina de trigo,107,139
PALLAPIZZA,VITORIA,2025-03-16,2025,11,6,PROD_5,Cerveza Mahou,163,180
PALLAPIZZA,VITORIA,2025-03-16,2025,11,6,PROD_6,Jamón ibérico,115,141
PALLAPIZZA,VITORIA,2025-03-16,2025,11,6,PROD_7,Champiñones,130,143
PALLAPIZZA,VITORIA,2025-03-16,2025,11,6,PROD_8,Pimientos asados,135,168
PALLAPIZZA,VITORIA,2025-03-16,2025,11,6,PROD_9,Aceite de oliva virgen extra,99,133
PALLAPIZZA,VITORIA,2025-03-16,2025,11,6,PROD_10,Anchoas,135,149
PALLAPIZZA,ZARAGOZA,2025-03-16,2025,11,6,PROD_1,Mozzarella,145,166
PALLAPIZZA,ZARAGOZA,2025-03-16,2025,11,6,PROD_2,Aceitunas,117,136
PALLAPIZZA,ZARAGOZA,2025-03-16,2025,11,6,PROD_3,Tomate triturado,143,183
PALLAPIZZA,ZARAGOZA,2025-03-16,2025,11,6,PROD_4,Harina de trigo,118,139
PALLAPIZZA,ZARAGOZA,2025-03-16,2025,11,6,PROD_5,Cerveza Mahou,165,180
PALLAPIZZA,ZARAGOZA,2025-03-16,2025,11,6,PROD_6,Jamón ibérico,117,141
PALLAPIZZA,ZARAGOZA,2025-03-16,2025,11,6,PROD_7,Champiñones,121,143
PALLAPIZZA,ZARAGOZA,2025-03-16,2025,11,6,PROD_8,Pimientos asados,152,168
PALLAPIZZA,ZARAGOZA,2025-03-16,2025,11,6,PROD_9,Aceite de oliva virgen extra,110,133
PALLAPIZZA,ZARAGOZA,2025-03-16,2025,11,6,PROD_10,Anchoas,113,149
PALLAPIZZA,PAMPLONA,2025-03-17,2025,12,0,PROD_1,Mozzarella,149,166
PALLAPIZZA,PAMPLONA,2025-03-17,2025,12,0,PROD_2,Aceitunas,109,136
PALLAPIZZA,PAMPLONA,2025-03-17,2025,12,0,PROD_3,Tomate triturado,165,183
PALLAPIZZA,PAMPLONA,2025-03-17,2025,12,0,PROD_4,Harina de trigo,116,139
PALLAPIZZA,PAMPLONA,2025-03-17,2025,12,0,PROD_5,Cerveza Mahou,144,180
PALLAPIZZA,PAMPLONA,2025-03-17,2025,12,0,PROD_6,Jamón ibérico,119,141
PALLAPIZZA,PAMPLONA,2025-03-17,2025,12,0,PROD_7,Champiñones,110,143
PALLAPIZZA,PAMPLONA,2025-03-17,2025,12,0,PROD_8,Pimientos asados,144,168
PALLAPIZZA,PAMPLONA,2025-03-17,2025,12,0,PROD_9,Aceite de oliva virgen extra,106,133
PALLAPIZZA,PAMPLONA,2025-03-17,2025,12,0,PROD_10,Anchoas,113,149
PALLAPIZZA,BILBAO,2025-03-17,2025,12,0,PROD_1,Mozzarella,147,166
PALLAPIZZA,BILBAO,2025-03-17,2025,12,0,PROD_2,Aceitunas,103,136
PALLAPIZZA,BILBAO,2025-03-17,2025,12,0,PROD_3,Tomate triturado,146,183
PALLAPIZZA,BILBAO,2025-03-17,2025,12,0,PROD_4,Harina de trigo,124,139
PALLAPIZZA,BILBAO,2025-03-17,2025,12,0,PROD_5,Cerveza Mahou,160,180
PALLAPIZZA,BILBAO,2025-03-17,2025,12,0,PROD_6,Jamón ibérico,122,141
PALLAPIZZA,BILBAO,2025-03-17,2025,12,0,PROD_7,Champiñones,112,143
PALLAPIZZA,BILBAO,2025-03-17,2025,12,0,PROD_8,Pimientos asados,133,168
PALLAPIZZA,BILBAO,2025-03-17,2025,12,0,PROD_9,Aceite de oliva virgen extra,113,133
PALLAPIZZA,BILBAO,2025-03-17,2025,12,0,PROD_10,Anchoas,130,149
PALLAPIZZA,BURGOS,2025-03-17,2025,12,0,PROD_1,Mozzarella,146,166
PALLAPIZZA,BURGOS,2025-03-17,2025,12,0,PROD_2,Aceitunas,117,136
PALLAPIZZA,BURGOS,2025-03-17,2025,12,0,PROD_3,Tomate triturado,145,183
PALLAPIZZA,BURGOS,2025-03-17,2025,12,0,PROD_4,Harina de trigo,123,139
PALLAPIZZA,BURGOS,2025-03-17,2025,12,0,PROD_5,Cerveza Mahou,133,180
PALLAPIZZA,BURGOS,2025-03-17,2025,12,0,PROD_6,Jamón ibérico,121,141
PALLAPIZZA,BURGOS,2025-03-17,2025,12,0,PROD_7,Champiñones,130,143
PALLAPIZZA,BURGOS,2025-03-17,2025,12,0,PROD_8,Pimientos asados,148,168
PALLAPIZZA,BURGOS,2025-03-17,2025,12,0,PROD_9,Aceite de oliva virgen extra,120,133
PALLAPIZZA,BURGOS,2025-03-17,2025,12,0,PROD_10,Anchoas,127,149
PALLAPIZZA,VITORIA,2025-03-17,2025,12,0,PROD_1,Mozzarella,150,166
PALLAPIZZA,VITORIA,2025-03-17,2025,12,0,PROD_2,Aceitunas,115,136
PALLAPIZZA,VITORIA,2025-03-17,2025,12,0,PROD_3,Tomate triturado,151,183
PALLAPIZZA,VITORIA,2025-03-17,2025,12,0,PROD_4,Harina de trigo,106,139
PALLAPIZZA,VITORIA,2025-03-17,2025,12,0,PROD_5,Cerveza Mahou,163,180
PALLAPIZZA,VITORIA,2025-03-17,2025,12,0,PROD_6,Jamón ibérico,113,141
PALLAPIZZA,VITORIA,2025-03-17,2025,12,0,PROD_7,Champiñones,130,143
PALLAPIZZA,VITORIA,2025-03-17,2025,12,0,PROD_8,Pimientos asados,134,168
PALLAPIZZA,VITORIA,2025-03-17,2025,12,0,PROD_9,Aceite de oliva virgen extra,98,133
PALLAPIZZA,VITORIA,2025-03-17,2025,12,0,PROD_10,Anchoas,135,149
PALLAPIZZA,ZARAGOZA,2025-03-17,2025,12,0,PROD_1,Mozzarella,143,166
PALLAPIZZA,ZARAGOZA,2025-03-17,2025,12,0,PROD_2,Aceitunas,116,136
PALLAPIZZA,ZARAGOZA,2025-03-17,2025,12,0,PROD_3,Tomate triturado,143,183
PALLAPIZZA,ZARAGOZA,2025-03-17,2025,12,0,PROD_4,Harina de trigo,117,139
PALLAPIZZA,ZARAGOZA,2025-03-17,2025,12,0,PROD_5,Cerveza Mahou,164,180
PALLAPIZZA,ZARAGOZA,2025-03-17,2025,12,0,PROD_6,Jamón ibérico,116,141
PALLAPIZZA,ZARAGOZA,2025-03-17,2025,12,0,PROD_7,Champiñones,120,143
PALLAPIZZA,ZARAGOZA,2025-03-17,2025,12,0,PROD_8,Pimientos asados,151,168
PALLAPIZZA,ZARAGOZA,2025-03-17,2025,12,0,PROD_9,Aceite de oliva virgen extra,109,133
PALLAPIZZA,ZARAGOZA,2025-03-17,2025,12,0,PROD_10,Anchoas,112,149
PALLAPIZZA,PAMPLONA,2025-03-18,2025,12,1,PROD_1,Mozzarella,164,166
PALLAPIZZA,PAMPLONA,2025-03-18,2025,12,1,PROD_2,Aceitunas,110,136
PALLAPIZZA,PAMPLONA,2025-03-18,2025,12,1,PROD_3,Tomate triturado,183,183
PALLAPIZZA,PAMPLONA,2025-03-18,2025,12,1,PROD_4,Harina de trigo,124,139
PALLAPIZZA,PAMPLONA,2025-03-18,2025,12,1,PROD_5,Cerveza Mahou,158,180
PALLAPIZZA,PAMPLONA,2025-03-18,2025,12,1,PROD_6,Jamón ibérico,131,141
PALLAPIZZA,PAMPLONA,2025-03-18,2025,12,1,PROD_7,Champiñones,119,143
PALLAPIZZA,PAMPLONA,2025-03-18,2025,12,1,PROD_8,Pimientos asados,150,168
PALLAPIZZA,PAMPLONA,2025-03-18,2025,12,1,PROD_9,Aceite de oliva virgen extra,122,133
PALLAPIZZA,PAMPLONA,2025-03-18,2025,12,1,PROD_10,Anchoas,147,149
PALLAPIZZA,BILBAO,2025-03-18,2025,12,1,PROD_1,Mozzarella,147,166
PALLAPIZZA,BILBAO,2025-03-18,2025,12,1,PROD_2,Aceitunas,109,136
PALLAPIZZA,BILBAO,2025-03-18,2025,12,1,PROD_3,Tomate triturado,170,183
PALLAPIZZA,BILBAO,2025-03-18,2025,12,1,PROD_4,Harina de trigo,124,139
PALLAPIZZA,BILBAO,2025-03-18,2025,12,1,PROD_5,Cerveza Mahou,171,180
PALLAPIZZA,BILBAO,2025-03-18,2025,12,1,PROD_6,Jamón ibérico,137,141
PALLAPIZZA,BILBAO,2025-03-18,2025,12,1,PROD_7,Champiñones,121,143
PALLAPIZZA,BILBAO,2025-03-18,2025,12,1,PROD_8,Pimientos asados,150,168
PALLAPIZZA,BILBAO,2025-03-18,2025,12,1,PROD_9,Aceite de oliva virgen extra,126,133
PALLAPIZZA,BILBAO,2025-03-18,2025,12,1,PROD_10,Anchoas,132,149
PALLAPIZZA,BURGOS,2025-03-18,2025,12,1,PROD_1,Mozzarella,149,166
