p_company_name,p_venue_name,p_year,p_week_number,product,product_total_price,quantity,product_unitary_price
PALLAPIZZA,BILBAO,2025,22,PROD_4,121.14,18,6.73
PALLAPIZZA,BURGOS,2025,22,PROD_6,804.0,20,40.2
PALLAPIZZA,VITORIA,2025,22,PROD_4,127.87,19,6.73
PALLAPIZZA,ZARAGOZA,2025,22,PROD_7,746.72,16,46.67
PALLAPIZZA,PAMPLONA,2025,23,PROD_3,375.2,20,18.76
PALLAPIZZA,BILBAO,2025,23,PROD_4,127.87,19,6.73
PALLAPIZZA,BURGOS,2025,23,PROD_9,333.63,9,37.07
PALLAPIZZA,VITORIA,2025,23,PROD_10,141.7,10,14.17
PALLAPIZZA,ZARAGOZA,2025,23,PROD_3,243.88,13,18.76
PALLAPIZZA,PAMPLONA,2025,24,PROD_10,14.17,1,14.17
PALLAPIZZA,BILBAO,2025,24,PROD_1,84.8,10,8.48
PALLAPIZZA,BURGOS,2025,24,PROD_7,746.72,16,46.67
PALLAPIZZA,VITORIA,2025,24,PROD_2,214.72,16,13.42
PALLAPIZZA,ZARAGOZA,2025,24,PROD_8,24.1,2,12.05
PALLAPIZZA,PAMPLONA,2025,25,PROD_7,46.67,1,46.67
PALLAPIZZA,BILBAO,2025,25,PROD_9,593.12,16,37.07
PALLAPIZZA,BURGOS,2025,25,PROD_8,84.35,7,12.05
PALLAPIZZA,VITORIA,2025,25,PROD_5,841.89,19,44.31
PALLAPIZZA,ZARAGOZA,2025,25,PROD_2,26.84,2,13.42
PALLAPIZZA,PAMPLONA,2025,26,PROD_2,228.14,17,13.42
PALLAPIZZA,BILBAO,2025,26,PROD_4,94.22,14,6.73
PALLAPIZZA,BURGOS,2025,26,PROD_3,225.12,12,18.76
PALLAPIZZA,VITORIA,2025,26,PROD_4,47.11,7,6.73
PALLAPIZZA,ZARAGOZA,2025,26,PROD_4,87.49,13,6.73
PALLAPIZZA,PAMPLONA,2025,27,PROD_5,797.58,18,44.31
PALLAPIZZA,BILBAO,2025,27,PROD_7,606.71,13,46.67
PALLAPIZZA,BURGOS,2025,27,PROD_3,262.64,14,18.76
PALLAPIZZA,VITORIA,2025,27,PROD_8,156.65,13,12.05
PALLAPIZZA,ZARAGOZA,2025,27,PROD_3,131.32,7,18.76
PALLAPIZZA,PAMPLONA,2025,28,PROD_9,37.07,1,37.07
PALLAPIZZA,BILBAO,2025,28,PROD_1,127.2,15,8.48
PALLAPIZZA,BURGOS,2025,28,PROD_4,33.65,5,6.73
PALLAPIZZA,VITORIA,2025,28,PROD_6,321.6,8,40.2
PALLAPIZZA,ZARAGOZA,2025,28,PROD_1,118.72,14,8.48
PALLAPIZZA,PAMPLONA,2025,29,PROD_9,37.07,1,37.07
PALLAPIZZA,BILBAO,2025,29,PROD_8,72.3,6,12.05
PALLAPIZZA,BURGOS,2025,29,PROD_2,67.1,5,13.42
PALLAPIZZA,VITORIA,2025,29,PROD_2,174.46,13,13.42
PALLAPIZZA,ZARAGOZA,2025,29,PROD_9,630.19,17,37.07
PALLAPIZZA,PAMPLONA,2025,30,PROD_7,280.02,6,46.67
PALLAPIZZA,BILBAO,2025,30,PROD_4,20.19,3,6.73
PALLAPIZZA,BURGOS,2025,30,PROD_3,375.2,20,18.76
PALLAPIZZA,VITORIA,2025,30,PROD_10,170.04,12,14.17
PALLAPIZZA,ZARAGOZA,2025,30,PROD_4,134.6,20,6.73
PALLAPIZZA,PAMPLONA,2025,31,PROD_8,156.65,13,12.05
PALLAPIZZA,BILBAO,2025,31,PROD_1,8.48,1,8.48
PALLAPIZZA,BURGOS,2025,31,PROD_2,187.88,14,13.42
PALLAPIZZA,VITORIA,2025,31,PROD_4,33.65,5,6.73
PALLAPIZZA,ZARAGOZA,2025,31,PROD_4,67.3,10,6.73
PALLAPIZZA,PAMPLONA,2025,32,PROD_10,269.23,19,14.17
PALLAPIZZA,BILBAO,2025,32,PROD_4,107.68,16,6.73
PALLAPIZZA,BURGOS,2025,32,PROD_7,186.68,4,46.67
PALLAPIZZA,VITORIA,2025,32,PROD_5,531.72,12,44.31
PALLAPIZZA,ZARAGOZA,2025,32,PROD_8,168.7,14,12.05
PALLAPIZZA,PAMPLONA,2025,33,PROD_2,26.84,2,13.42
PALLAPIZZA,BILBAO,2025,33,PROD_4,67.3,10,6.73
PALLAPIZZA,BURGOS,2025,33,PROD_3,112.56,6,18.76
PALLAPIZZA,VITORIA,2025,33,PROD_10,155.87,11,14.17
PALLAPIZZA,ZARAGOZA,2025,33,PROD_1,8.48,1,8.48
PALLAPIZZA,PAMPLONA,2025,34,PROD_3,112.56,6,18.76
PALLAPIZZA,BILBAO,2025,34,PROD_2,26.84,2,13.42
PALLAPIZZA,BURGOS,2025,34,PROD_5,841.89,19,44.31
PALLAPIZZA,VITORIA,2025,34,PROD_3,75.04,4,18.76
PALLAPIZZA,ZARAGOZA,2025,34,PROD_9,370.7,10,37.07
PALLAPIZZA,PAMPLONA,2025,35,PROD_6,402.0,10,40.2
PALLAPIZZA,BILBAO,2025,35,PROD_6,804.0,20,40.2
PALLAPIZZA,BURGOS,2025,35,PROD_4,100.95,15,6.73
PALLAPIZZA,VITORIA,2025,35,PROD_3,75.04,4,18.76
PALLAPIZZA,ZARAGOZA,2025,35,PROD_5,354.48,8,44.31
PALLAPIZZA,PAMPLONA,2025,36,PROD_2,214.72,16,13.42
PALLAPIZZA,BILBAO,2025,36,PROD_3,300.16,16,18.76
PALLAPIZZA,BURGOS,2025,36,PROD_5,265.86,6,44.31
PALLAPIZZA,VITORIA,2025,36,PROD_9,148.28,4,37.07
PALLAPIZZA,ZARAGOZA,2025,36,PROD_6,402.0,10,40.2
PALLAPIZZA,PAMPLONA,2025,37,PROD_1,110.24,13,8.48
PALLAPIZZA,BILBAO,2025,37,PROD_1,67.84,8,8.48
PALLAPIZZA,BURGOS,2025,37,PROD_4,40.38,6,6.73
PALLAPIZZA,VITORIA,2025,37,PROD_9,185.35,5,37.07
PALLAPIZZA,ZARAGOZA,2025,37,PROD_9,630.19,17,37.07
PALLAPIZZA,PAMPLONA,2025,38,PROD_9,667.26,18,37.07
PALLAPIZZA,BILBAO,2025,38,PROD_4,13.46,2,6.73
PALLAPIZZA,BURGOS,2025,38,PROD_1,101.76,12,8.48
PALLAPIZZA,VITORIA,2025,38,PROD_10,269.23,19,14.17
PALLAPIZZA,ZARAGOZA,2025,38,PROD_8,132.55,11,12.05
PALLAPIZZA,PAMPLONA,2025,39,PROD_10,28.34,2,14.17
PALLAPIZZA,BILBAO,2025,39,PROD_4,47.11,7,6.73
PALLAPIZZA,BURGOS,2025,39,PROD_8,12.05,1,12.05
PALLAPIZZA,VITORIA,2025,39,PROD_5,841.89,19,44.31
PALLAPIZZA,ZARAGOZA,2025,39,PROD_8,144.6,12,12.05
PALLAPIZZA,PAMPLONA,2025,40,PROD_8,241.0,20,12.05
PALLAPIZZA,BILBAO,2025,40,PROD_2,268.4,20,13.42
PALLAPIZZA,BURGOS,2025,40,PROD_4,134.6,20,6.73
PALLAPIZZA,VITORIA,2025,40,PROD_9,185.35,5,37.07
PALLAPIZZA,ZARAGOZA,2025,40,PROD_2,241.56,18,13.42
PALLAPIZZA,PAMPLONA,2025,41,PROD_5,753.27,17,44.31
PALLAPIZZA,BILBAO,2025,41,PROD_4,127.87,19,6.73
PALLAPIZZA,BURGOS,2025,41,PROD_2,174.46,13,13.42
PALLAPIZZA,VITORIA,2025,41,PROD_2,40.26,3,13.42
PALLAPIZZA,ZARAGOZA,2025,41,PROD_5,708.96,16,44.31
PALLAPIZZA,PAMPLONA,2025,42,PROD_5,708.96,16,44.31
PALLAPIZZA,BILBAO,2025,42,PROD_3,206.36,11,18.76
PALLAPIZZA,BURGOS,2025,42,PROD_8,60.25,5,12.05
PALLAPIZZA,VITORIA,2025,42,PROD_2,120.78,9,13.42
PALLAPIZZA,ZARAGOZA,2025,42,PROD_6,361.8,9,40.2
PALLAPIZZA,PAMPLONA,2025,43,PROD_2,241.56,18,13.42
PALLAPIZZA,BILBAO,2025,43,PROD_4,121.14,18,6.73
PALLAPIZZA,BURGOS,2025,43,PROD_1,76.32,9,8.48
PALLAPIZZA,VITORIA,2025,43,PROD_5,88.62,2,44.31
PALLAPIZZA,ZARAGOZA,2025,43,PROD_10,198.38,14,14.17
PALLAPIZZA,PAMPLONA,2025,44,PROD_7,93.34,2,46.67
PALLAPIZZA,BILBAO,2025,44,PROD_8,36.15,3,12.05
PALLAPIZZA,BURGOS,2025,44,PROD_3,300.16,16,18.76
PALLAPIZZA,VITORIA,2025,44,PROD_8,204.85,17,12.05
PALLAPIZZA,ZARAGOZA,2025,44,PROD_5,132.93,3,44.31
PALLAPIZZA,PAMPLONA,2025,45,PROD_10,99.19,7,14.17
PALLAPIZZA,BILBAO,2025,45,PROD_5,398.79,9,44.31
PALLAPIZZA,BURGOS,2025,45,PROD_9,296.56,8,37.07
PALLAPIZZA,VITORIA,2025,45,PROD_3,300.16,16,18.76
PALLAPIZZA,ZARAGOZA,2025,45,PROD_10,28.34,2,14.17
PALLAPIZZA,PAMPLONA,2025,46,PROD_4,13.46,2,6.73
PALLAPIZZA,BILBAO,2025,46,PROD_7,653.38,14,46.67
PALLAPIZZA,BURGOS,2025,46,PROD_6,80.4,2,40.2
PALLAPIZZA,VITORIA,2025,46,PROD_7,513.37,11,46.67
PALLAPIZZA,ZARAGOZA,2025,46,PROD_7,746.72,16,46.67
PALLAPIZZA,PAMPLONA,2025,47,PROD_7,326.69,7,46.67
PALLAPIZZA,BILBAO,2025,47,PROD_9,444.84,12,37.07
PALLAPIZZA,BURGOS,2025,47,PROD_1,118.72,14,8.48
PALLAPIZZA,VITORIA,2025,47,PROD_5,310.17,7,44.31
PALLAPIZZA,ZARAGOZA,2025,47,PROD_8,144.6,12,12.05
PALLAPIZZA,PAMPLONA,2025,48,PROD_4,26.92,4,6.73
PALLAPIZZA,BILBAO,2025,48,PROD_6,201.0,5,40.2
PALLAPIZZA,BURGOS,2025,48,PROD_9,222.42,6,37.07
PALLAPIZZA,VITORIA,2025,48,PROD_2,26.84,2,13.42
PALLAPIZZA,ZARAGOZA,2025,48,PROD_5,88.62,2,44.31
PALLAPIZZA,PAMPLONA,2025,49,PROD_9,74.14,2,37.07
PALLAPIZZA,BILBAO,2025,49,PROD_1,144.16,17,8.48
PALLAPIZZA,BURGOS,2025,49,PROD_1,127.2,15,8.48
PALLAPIZZA,VITORIA,2025,49,PROD_6,482.4,12,40.2
PALLAPIZZA,ZARAGOZA,2025,49,PROD_2,107.36,8,13.42
PALLAPIZZA,PAMPLONA,2025,50,PROD_8,96.4,8,12.05
PALLAPIZZA,BILBAO,2025,50,PROD_6,562.8,14,40.2
PALLAPIZZA,BURGOS,2025,50,PROD_1,127.2,15,8.48
PALLAPIZZA,VITORIA,2025,50,PROD_4,26.92,4,6.73
PALLAPIZZA,ZARAGOZA,2025,50,PROD_3,75.04,4,18.76
PALLAPIZZA,PAMPLONA,2025,51,PROD_4,47.11,7,6.73
PALLAPIZZA,BILBAO,2025,51,PROD_8,36.15,3,12.05
PALLAPIZZA,BURGOS,2025,51,PROD_4,94.22,14,6.73
PALLAPIZZA,VITORIA,2025,51,PROD_2,67.1,5,13.42
PALLAPIZZA,ZARAGOZA,2025,51,PROD_9,481.91,13,37.07
PALLAPIZZA,PAMPLONA,2025,52,PROD_2,134.2,10,13.42
PALLAPIZZA,BILBAO,2025,52,PROD_4,127.87,19,6.73
PALLAPIZZA,BURGOS,2025,52,PROD_9,259.49,7,37.07
PALLAPIZZA,VITORIA,2025,52,PROD_10,28.34,2,14.17
PALLAPIZZA,ZARAGOZA,2025,52,PROD_1,152.64,18,8.48
